,text
39241,1010 a rt @blitznbeans i hope quentin tarantino wins a golden globe and loses his baby teeth
39280,im also hoping that claire danes says holla mandy patinkin for the second time when she wins later on tonight
39379,2013 golden globes maggie smith wins for downton abbey the starledger dont 4get to ff me
39397,2013 golden globes maggie smith wins for downton abbey the starledger
39399,have 0 interest in golden globes but great to see from my timeline wins by christoph waltz and julianne moore both absolutely brilliant
39401,2013 golden globes maggie smith wins for downton abbey the starledger
39461,golden globes homelands damian lewis wins homeland star damian lewis has been named best actor at the golden
39466,entertainment golden globes homelands damian lewis wins homeland star damian lewis has been named be
39470,golden globes homelands damian lewis wins deserved
39475,jennifer lawrence wins best dress i hope she wins for best supporting actress in silver linings playbook too
39656,yes rt @todayshow homeland wins the for best tv series drama do you agree
39739,christoph waltz wins ok dont care bout the rest
39797,homeland wins back2back golden globes 4 best drama and an emmy in between wow congrats to my redhaired brother diego klattenhoff
39824,yessss @todayshow homeland wins the for best tv series drama do you agree
39831,@huffingtonpost homeland wins best drama at the
40016,brian cranston needs to go all heisenberg im the one who wins
40332,is a baby therell be more than enough time for future wins
40589,wins best tv series drama my choice too damn the wondrously named looks tasty
40747,i hope les miserables wins a lot of awards though
41151,live updates game change wins golden globes for tv movie julianne moore tina fey and amy poehler are bringing the funny to the 7
41155,live updates game change wins golden globes for tv movie julianne moore hbos game change continues its winning ways
41160,live updates game change wins golden globes for tv movie julianne moore hbos game change continues its winning ways
41161,golden globes 2013 christoph waltz wins first award for django austrianborn actor christoph waltz and writerdirector quentin ta
41166,golden globes 2013 christoph waltz wins first award for django austrianborn actor christoph waltz and writerdirector quentin ta
41187,@damienlewis wins the golden globe for best american accent by a brit in a major tv series ever
41651,i hope argo wins just to spite the oscars
41672,god the golden globes is such a shit awards show only watching to make sure les mis wins as they rightfully should
42728,wins best original score motion picture
42813,life of pi mychael danna wins for best original score motion picture @knx1070
42845,@thr homeland wins the for best tv series drama great show well deserved
43012,life of pi wins best score
43158,this better be the only award life of pi wins tonight
43175,jlo wins
43187,everytime life of pi wins an award it makes me that much less interested to see it backwards right
43241,jennifer lopez wins the award for hottest doily ever
43340,canada wins at the way to go mychael danna for best score for life of pi
43403,got to see at employee appreciation event great movie hope it wins
43406,love the best score category but my favorite never wins and thats okay
43528,apparently everyone but me is watching the golden globes just tell me who wins high level
43711,ang lee wins the golden globe for cutest human ever
43719,life of pi wins best score poor cloud atlas
43746,@vulture life of pi wins best original score
43841,w00t r @chrisknightfilm canadian mychael danna wins for score of life of pi
43961,great score rt @vulture life of pi wins best original score
44017,yay rt @huffpostent mychael danna wins best score for life of pi
44245,oh lord if taylor wins this im done
44267,woot rt @etcanada canada wins at the way to go mychael danna for best score for life of pi
44353,michael danna wins best original score for life of pi
44420,skyfall wins
44549,golden globes 2013 christoph waltz wins best supporting actor globe for django unchained tina fey and amy po
44566,i really want to know who wins best soundtrack score for the golden globes tonight
44590,golden globes 2013 christoph waltz wins best supporting actor globe for django unchained tina fey and amy po
44591,hollywood reporter golden globes 2013 christoph waltz wins best supporting actor globe for django unchained
44605,golden globes 2013 christoph waltz wins best supporting actor globe for django unchained tina fey and amy poehler kicked off the
44620,the hilarity when the guy who wins for original score gets played off the stage
44931,something about bon jovi and christopher walken in the same movie awesome but i hope adele wins
44954,i bet adele wins
44997,lemme guess adele wins right
45006,adele wins this
45013,crossing my fingers madonna wins again for best song for we
45035,if taylor swift wins over adele for best original song at the golden globes ill be pissed
45083,boo rt @huffingtonpost homeland wins best drama at the
45134,adeles skyfall wins best original score
45193,life of pi wins best score adele takes best song for skyfall
45224,adele wins all the awards
45236,yes the queen wins again
45265,hooray the lady wins adele
45301,whoo adele wins
45312,adele wins all the awards always
45401,adele wins
45460,yeah adele wins
45486,well duh adele wins them all maam
45500,adele wins for skyfall
45507,skyfall wins best song at the haters gotta hate
45522,skyfall wins yay adele i love that song
45536,adele wins for skyfall and she gets to eat dinner thats a win
45552,adele wins over taylor swift justice is served
45631,adele wins at life
45753,zero surprise that adele wins
45886,and adele wins
45894,of course adele wins for
46000,yes adele wins for skyfallgreat record
46041,adele wins the award for first british person i want to see win a
46062,yayyyy adele wins best original song for skyfall
46063,@nbc skyfall from skyfall wins for best original song motion picture tough category but im so happy she won
46148,yess adele wins
46157,adele skyfalls wins
46225,skyfall wins best original song awesome song
46234,when wins a for best original score we all win
46315,adele wins for skyfall best bond theme in a generation
46329,yes adele wins for best song d
46378,julianne moore wins the game for best actress in a miniseries or made for tv movie at the
46385,this lady adele even wins golden globes
46409,adele wins best song for skyfall and the rest of tonights winners right here
46424,adele wins best original song for skyfall
46431,thats my girl adele wins golden globes told you @officialadele that we got this
46462,from skyfall rt @thr skyfall from skyfall wins the for best original song in a motion picture
46464,@thr skyfall from skyfall wins the for best original song in a motion picture
46493,@todayshow homeland wins the for best tv series drama do you agree yes
46562,yes wins for with best song at the
46655,adele wins for best winners reaction
46763,yes wins for @goldenglobes
46772,wow wins at the im happy for her shes very talented
46802,yes skyfall wins best bond song ever
46851,@huffpostent skyfall by adele wins best song unsurprisingly seriously adele should sing the theme song for every movie
46873,adele wins all awards adele will win your souls
46916,if you have not seen this movie go now rt @nbc skyfall from skyfall wins for best original song motion picture
46948,of course adele wins shes back like she never left
46952,adele gets so ratchet when she wins an award i love it
46961,was there any doubt skyfall wins adele gives the best acceptance speeches
46966,deserved rt @globalgrind yay adeles skyfall wins best original song
47016,adele wins good choice skyfall is an amazing song by her
47117,adele wins the
47127,adele wins best original song for skyfall shes so excited and kept speech short lovely
47179,safe and sound still wins in my book but congrats to adele her acceptance speech made me smile
47185,yesss queen a wins
47255,adele wins best song for skyfall live updates
47330,adele wins best original song write a song about it t swift
47340,adele wins for skyfall
47364,lol skyball rt @amwithenshaw dont call it a comeback wins best original song for skyball
47378,@ap homeland wins golden globe for best tv drama series rjj brody
47442,yay rt@wsjspeakeasy skyfall by adele wins best original song motion picture
47534,adele for all of the wins
47556,so not only does adele win everything at the grammys but she wins an award at the golden globes too
47565,adeles skyfall wins for best original song motion picture
47613,skyfall wins best song in movie at the yes if les mis would of win then she cusses on stage
47735,skyfall wins best song
47775,skyfall wins for best original song a movie that should have had a lot more nominations
47810,adele wins thanks for letting me into your world tonight ive been pissing myself laughing 3
47855,yaaaaay @officialadele wins best song at the
47936,how mad is taylor swift right now that she cant do her annoying surprise face whenever she wins an award
47977,when taylor swift isnt the one who wins does the ohmygosh i cant believe i won thing she gets a not impressed face
47986,wins for surprise surprise @z1035toronto
48112,wins best song at the golden globes for skyfall no competition
48141,adele wins with her amazing theme for
48167,adele wins her first golden globe for the skyfall soundtrack tinalo pa si jon bon jovi at yung ost ng les miserables
48297,the moment when adele highfives daniel craig after she wins best original song best moment ever
48301,cool adele wins best song for skyfall
48464,adele wins for best original song cute acceptance speech just wanted a night out as a new mum leaves with a golden globe
48474,adele wins @officialadele finally an adele to grace a evening
48526,rt @vulture adele wins best original song for skyfall because it is not possible for adele to lose an award
48637,@globalgrind yay adeles skyfall wins best original song such an amazing song
48638,yeah so adele wins the award for being the most adorable person on the planet the fact that she can sing is just a bonus
48653,who wins an award better than adele genuine surprise and merriment
48755,christoph waltz wins best supportin actor at golden globes
48840,adele wins for skyfall
48867,turn on the golden globes james bond wins
48901,what can i say is for fancy people and only the best wins
48957,i hope she wins tonight hopefully twitter finally uploaded the pic lawd
48999,@washingtonpost adeles wins best original song for motion picture
49006,why does adele always act surprised when she wins
49121,adele wins best original song for skyfall high fives james bond
49146,yessssssssss rt @washingtonpost wins best tv series drama
49189,adeles 1st tv appearance since giving birth wins best original song for skyfall thoroughly deserved
49245,no need to watch the golden globes my tl is telling me who wins
49288,and adele wins best original song for skyfall such an awesome singer and person and gave a great speech
49298,adele wins best song
49412,adele wins cut to taylor swift uh quick cut to someone else
49537,yaaaayyyy wins best song we love you adele
49626,obviously adele wins the for her song skyfall so please darling dont fake as if it was a surprise
49629,awesome rt @shahidm yay life of pi wins for music
49823,@ap homeland wins golden globe for best tv drama series rjj
49850,adele wins for best song also easily best speech of the night
49852,its my gift @urphillypal @anniemal can predict the future adele wins lets snog
49853,skyfall by adele wins best song
49889,of course @adele won at the she wins everything
49956,1 @cbcalerts canadian wins golden globe award for life of pi score mychael thanks wife friends in
49960,well deserved 3 rt @hypable adele wins for best original song from skyfall
50006,golden globes 2013 homeland wins for best tv drama showtimes homeland has won the golden globe award for best television drama
50007,golden globes 2013 homeland wins for best tv drama showtimes homeland has won the golden globe award for best television drama
50039,i uploaded a @youtube video adele wins golden globe award with skyfall @ 70thgolden globes 2012
50311,@ i love homeland and breaking bad as u dohomeland wins best drama serieswho would u pick cause i would take bb any day
50359,wins best song at the golden globes for skyfall no competition
50375,@moviefone adele wins best song for skyfall
50937,if adele wins 7 golden globes everyone in the crowd gets a slice of pizza
50989,never heard it rt @bbcnewsus wins best original song for
51064,i love everything about @officialadele especially when she wins at the and makes a speech
51069,adele wins love this song
51093,yay rt@washingtonpost maggie smith wins best supporting actress for tv performance in abbey
51223,ha ha ha lol ikr rt @andreawilliamsg taylor swift must be confused adele wins naaaww lol
51311,adele wins skyfall plays and they show @emilydeschanel yes make her a new bond girl i approve
51400,today its okay for @taylorswift13 to be surprised if she wins just saying
51467,best speech so far @theweek adele wins best original song for skyfall shes so charming
51660,@usatoday new mum adele wins best original song in a motion picture for skyfall blewp
51718,seriously can we all agree on banning adele out of all award shows this lady wins everything lol congrats momadele
51922,@bbcnewsus dame wins at best supporting actress in a tv movie series or miniseries for yeas
51933,wins best original song for bbcnewsus
52125,rt @jerrycferrara jason statham wins bests original beard
52152,yes rt @huffingtonpost adele wins best original song at the
52339,@officialadele wins best song love to a class act w a voice from another world plus she knows how to rock red nails
52471,yuppp rt @huffingtonpost adele wins best original song at the
52673,@officialadele wins best original song for skyfall at and she looks gorgeous too
52734,adeles skyfall wins best original song for motion picture at the golden globes
52830,rightfully wins and finally brings some fecking life to it all good on ya adele
52947,hey golden globes fewer awards and more amy poehler doing her thing nobody cares who wins these things i just want to laugh
52952,@huffingtonpost adele wins best original song at the she is adele gold
53042,a little behind the globes dvr but really if damian lewis wins any more awards for season 2
53045,adele wins for best acceptance speech so far
53048,pos so s rt @emilcdc adele wins over taylor swift justice is served
53168,@bbcnewsus wins best original song for should have been domino by jessie j
53180,adele wins for
53216,adele wins gglobe for best original song w skyfall love her so talented so humble so well deserved
53302,adele wins for best speech so far
53405,thr golden globes 2013 christoph waltz wins best supporting actor globe for django unchained adele takes be
53463,golden globes 2013 christoph waltz wins best supporting actor globe for django unchained
53486,golden globes 2013 christoph waltz wins best supporting actor globe for django unchained adele takes best so
53597,@bendreyfuss rt @dannyzuker swift better at pretending 2 be surprised whn she wins thn hapy 4 other artists whn she loses
53646,@huffingtonpost adele wins best original song at the
53989,jessica alba wins the award for best necklace
54074,@goldenglobes if wins best someone will get pissed
54268,kevin costner wins tv miniseriesmovie actor
54285,always look forward to @officialadele acceptance speeches when she wins awardsshe is so adorable
54318,@starringrico hope modern family wins big
54357,and kevin costner wins best actor in a miniseries or motion picture made for television for hatfields mccoys
