,text
193,maggie smith | best | winner
194,None | the leni riefenstahl award | winner
195,
196,None | best | winner
197,None | best | winner
198,
199,
200,
201,None | the first award | winner
202,None | best speech in the history of speeches if she | winner
203,
204,christoph waltz | best | winner
205,
206,None | best | winner
207,
208,None | best | winner
209,None | best | winner
210,None | best | winner
211,None | best miniseries | nominee
212,None | best | winner
213,None | best | winner
214,christoph waltz | best | winner
215,christoph waltz | best | winner
216,None | best miniseries | winner
217,None | best | winner
218,None | the leni riefenstahl award | winner
219,
220,None | best miniseries | winner
221,
222,None | best miniseries | winner
223,None | best miniseries | winner
224,
225,None | best miniseries tv movie | winner
226,None | best miniseries | winner
227,rt @washingtonpost | best miniseries | winner
228,None | special award | winner
229,None | best | winner
230,None | best supp actor of course | winner
231,
232,None | best mini series tv movie | winner
233,None | best | winner
234,None | best tv movie | winner
235,None | best tv movie | winner
236,None | best miniseries what a | winner
237,
238,None | best miniseries | winner
239,None | best miniseries | winner
240,
241,None | best | winner
242,
243,None | best tv mini seriesdrama | winner
244,None | best | winner
245,None | best tv movieminiseries definitely not surprised | winner
246,None | best | winner
247,
248,sarah palin | best tv movie | winner
249,
250,None | best | winner
251,
252,None | best miniseries | winner
253,None | best mini series | winner
254,
255,
256,rt @laceyvrose | best miniseries | winner
257,None | best | winner
258,None | best miniseries | winner
259,
260,None | best | winner
261,
262,
263,
264,None | best | winner
265,
266,
267,
268,
269,smith | best | winner
270,
271,None | best | winner
272,
273,None | best | winner
274,None | best | winner
275,rt @washingtonpost | best miniseries | winner
276,rt @etonlinealert | best tv movie et | winner
277,
278,None | award | winner
279,smith | best | winner
280,None | best | winner
281,
282,rt @bbcnewsus | best | winner
283,sarah palin | best tv miniseriesmovie jay roach | winner
284,
285,julianne moore | best miniseries | winner
286,rt @bbcnewsus | best | winner
287,sarah palin | best | winner
288,None | best | nominee
289,"rt @thr "" | best tv movie | winner"
290,
291,
292,
293,
294,julianne moore | best actress in tv movie | winner
295,None | best | winner
296,
297,
298,None | best picture over lincoln i m honestly | winner
299,julianne moore | best actress in a miniseries | winner
300,julianne moore | best actress in a miniseries | winner
301,
302,
303,None | best director at | nominee
304,None | best actress in a miniseries | winner
305,julianna moore | best actress for miniseriestv movie | winner
306,
307,sarah palin | best actress in a tv series for | winner
308,julianne moore | best actress in miniseries | winner
309,None | best | winner
310,None | best | winner
311,rt @thr julianne moore | best actress in a miniseries | winner
312,julianne moore | best actress in a tv movie for | winner
313,jay roach | best actress for tv movie role in game change | winner
314,None | best | winner
315,rt @washingtonpost julianne moore | best actress in a miniseries | winner
316,
317,None | best actress in a miniseries | winner
318,smith | best | winner
319,julianne moore | best actress in a mini series | winner
320,
321,
322,None | best tv movie | winner
323,christopher waltz | best miniseries yay christopher waltz | winner
324,None | best | winner
325,
326,rt @washingtonpost julianne moore | best actress in a miniseries | winner
327,
328,rt @bbcnewsus | best | winner
329,rt @thr 2013 christoph | best | winner
330,None | best tv mini seriesdrama | winner
331,None | best comedy | nominee
332,julianne moore | best actress in a miniseries | winner
333,None | best actress in a miniseries | winner
334,bill murray | best life well | winner
335,rt @fashionweeknyc julianne moore | best actress in a miniseries | winner
336,
337,rt @thr 2013 christoph | best | winner
338,
339,
340,rt @washingtonpost julianne moore | best actress in a miniseries | winner
341,
342,
343,
344,
345,globes julianne moore | best tv actress for sara palin portrayal | winner
346,None | best | winner
347,sarah palin | best tv movie | nominee
348,rt @abc julianne moore | best actress in a miniseries | winner
349,rt @washingtonpost | best miniseries | winner
350,julianne moore | best actress in miniseriestv movie | winner
351,rt @fashionweeknyc julianne moore | best actress in a miniseries | winner
352,
353,julianne moore | best actress in miniseriestv movie | winner
354,
355,bill murray | best facial hair of the night | winner
356,None | best director at | nominee
357,rt @fashionweeknyc julianne moore | best actress in a miniseries | winner
358,
359,
360,None | the sassy stereotype in the most overrated sitcom ever award | winner
361,julianne moore | best actress in miniseriestv movie | winner
362,julianne moore | best performance by an actress in a tv series at the | winner
363,None | best tv movie | winner
364,
365,rt @thr 2013 christoph | best | winner
366,None | best | winner
367,julianne moore | best actress in a miniseries for game change | winner
368,
369,rt @jessetyler | her award | nominee
370,rt @fashionweeknyc julianne moore | best actress in a miniseries | winner
371,
372,ben affleck | best tux of the night | winner
373,
374,
375,
376,
377,
378,
379,julianne moore | best actress in a miniseries | winner
380,None | best miniseries | winner
381,
382,None | best | winner
383,julianne moore | best actress in a miniseries | winner
384,julianne moore | best actress in a miniseries | winner
385,None | best actress in a miniseries | winner
386,None | best part of the golden globes open bar everybody | winner
387,
388,
389,
390,
391,julianne moore | best actress in miniseriestv movie for were | winner
392,
393,
394,rt @thr 2013 christoph | best | winner
395,
396,None | best | winner
397,None | best | winner
398,julianne moore | best actress in miniseries at golden globes | winner
399,
400,rt @thr 2013 christoph | best | winner
401,
402,None | best | winner
403,julianne moore | best actress in miniseriestv movie for were | winner
404,None | best | winner
405,None | best | winner
406,julianne moore | best actress in miniseriestv movie for were | winner
407,julianne moore | best actress in miniseriestv movie | winner
408,rt @bbcnewsus | best | winner
409,jay roach | best actress for tv movie role in game change | winner
410,
411,None | best exotic marigold hotel | nominee
412,
413,
414,rt @washingtonpost | best | winner
415,None | the leni riefenstahl award | winner
416,
417,None | best | winner
418,
419,
420,
421,None | best show on television | winner
422,None | best actor tv series | winner
423,
424,julianne moore | best actress in a tv miniseries | winner
425,damien lewis | best actor tv series | winner
426,
427,
428,rt @fashionweeknyc julianne moore | best actress in a miniseries | winner
429,
430,damien lewis | best actor drama for homeland apparently the hfpa | winner
431,
432,
433,
434,
435,None | best | winner
436,
437,None | best actor for a tv series drama for homeland | winner
438,
439,None | best actor in a tv series drama for | winner
440,homelands @lewisdamian | best actor in a tv series drama | winner
441,
442,bryan cranston | best actor in a tv show i | winner
443,
444,None | best actor tv series | winner
445,None | best actor tv series drama | winner
446,
447,
448,
449,damien lewis | best actor in a tv series for his role in homeland | winner
450,None | best actor for tv drama | winner
451,julianne moore | best actress in a mini series | winner
452,
453,None | best actor in a tv drama for | winner
454,
455,
456,rt @washingtonpost damian lewis | best actor for tv drama | winner
457,
458,
459,
460,rt @washingtonpost damian lewis | best actor for tv drama | winner
461,
462,
463,None | best | winner
464,None | best | winner
465,None | best actor in a tv series drama for | winner
466,rt @washingtonpost damian lewis | best actor for tv drama | winner
467,steven booshemmy | a gold sphere trophy | nominee
468,None | best actor in a tv series drama | winner
469,None | best actor in a drama tv | winner
470,
471,None | best actor for homeland | winner
472,rt @washingtonpost damian lewis | best actor for tv drama | winner
473,
474,
475,None | best actor for tv drama | winner
476,
477,jeff daniels | best actor tv series for drama for homeland was | winner
478,None | best actor in a tv drama for | winner
479,None | best | winner
480,None | best drama | winner
481,
482,
483,
484,
485,
486,None | best tv series drama | winner
487,
488,None | best tv series drama | winner
489,
490,None | best tv series drama | winner
491,
492,
493,
494,
495,
496,None | best television series drama | winner
497,None | best tv series | winner
498,None | best tv drama | winner
499,
500,ooooo | best show on the tube i can | winner
501,
502,None | best tv drama | winner
503,
504,None | best drama tv mandy patinkin is pleased claire danes is probably | winner
505,None | best actor tv series | winner
506,None | best tv drama | winner
507,None | best tv series drama | winner
508,
509,
510,None | best tv drama | winner
511,None | best television series drama | winner
512,None | best series brody is british | winner
513,rt @nbcwashington | best actor in a tv series drama | winner
514,
515,None | best tv drama | winner
516,
517,None | best drama definitely a lot of | winner
518,None | best tv drama | winner
519,
520,None | best television series drama | winner
521,None | best tv drama | winner
522,None | best drama | nominee
523,None | best tv drama | winner
524,
525,
526,None | best actor in a tv drama for | winner
527,None | best tv drama | winner
528,rt @washingtonpost | best tv series drama | winner
529,None | best tv drama series | winner
530,None | best tv drama series at | winner
531,None | best drama the real drama will be the critics reaction | nominee
532,None | best tv drama much much deserved | winner
533,
534,
535,None | best show in the history of tv | winner
536,None | best something | winner
537,
538,julianne moore | best actress | winner
539,None | best television series drama | winner
540,rt @washingtonpost | best tv series drama | winner
541,
542,
543,
544,None | best actor in a drama at the golden globes in la | winner
545,None | best tv series drama do you | winner
546,
547,None | best tv series golden globe award congrats | winner
548,None | best actor in a tv drama series for | winner
549,None | best drama | winner
550,None | best tv drama really | winner
551,None | best actor tv series drama for | winner
552,None | best drama series | winner
553,None | best tv series drama do you | winner
554,"rt @thr "" | best tv series drama | winner"
555,None | best tv series drama | winner
556,"rt @thr "" | best tv series drama | winner"
557,"rt @thr "" | best tv series drama | winner"
558,None | best tv series drama do you | winner
559,None | best drama at least somebody | winner
560,None | best tv series drama | winner
561,rt @fashionweeknyc | best tv drama | winner
562,
563,julianne moore | best actress | winner
564,
565,rt @fashionweeknyc | best tv drama | winner
566,None | best | winner
567,
568,None | best telelvision series at the golden globes hurrah for homeland | winner
569,rt @fashionweeknyc | best tv drama | winner
570,None | best tv series drama do you | winner
571,rt @thr 2013 christoph | best | winner
572,aaron sorkin | best drama after awkward technical mishap aaron sorkin | winner
573,None | best actor in tv series drama golden globes 2013 | winner
574,"rt @thr "" | best tv series drama | winner"
575,"rt @thr "" | best tv series drama | winner"
576,rt @fashionweeknyc | best tv drama | winner
577,
578,None | best television series drama hoo | winner
579,rt @thr 2013 christoph | best | winner
580,None | best | winner
581,None | best actor | winner
582,
583,None | best tv series drama | winner
584,christoph | an award | winner
585,
586,
587,None | best drama at the | winner
588,
589,
590,
591,None | best drama at the | winner
592,None | best drama at the | winner
593,
594,
595,
596,
597,
598,None | best drama at the | winner
599,None | best tv series drama do you | winner
600,julianne moore | best actress in miniseriestv movie for were | winner
601,None | best drama at the | winner
602,None | best actor at the golden | winner
603,
604,
605,None | best drama at the | winner
606,None | best tv series drama rt if you | nominee
607,jennifer lawrence | best dress i | nominee
608,None | best drama at the | winner
609,"rt @thr "" | best tv series drama | winner"
610,"rt @thr "" | best tv series drama | winner"
611,None | best drama at the | winner
612,None | best drama at the | winner
613,None | best drama at the | winner
614,None | best tv series drama do you | winner
615,
616,
617,None | best tv series drama do you | winner
618,diego klattenhoff | best drama | winner
619,None | best actor in a tv series drama for | winner
620,None | best tv series drama do you | winner
621,None | best tv series drama do you | winner
622,None | best drama at the | winner
623,None | best drama at the | winner
624,None | best tv series drama do you | winner
625,
626,None | best drama at the | winner
627,
628,None | best actor in a drama at the golden globes in la | winner
629,None | best tv series drama rt if you | nominee
630,
631,
632,
633,rt @fashionweeknyc | best tv drama | winner
634,None | best drama at the | winner
635,julianne moore | best actress | winner
636,None | best tv series drama my choice too damn the wondrously | winner
637,None | best tv drama | winner
638,None | best | winner
639,
640,
641,None | best drama at the | winner
642,None | best tv series drama do you | winner
643,
644,
645,
646,quentin ta | first award | winner
647,None | best | winner
648,quentin ta | first award | winner
649,None | best american accent by a brit in a major tv series | winner
650,rt @washingtonpost | best tv series drama | winner
651,None | best drama at the | winner
652,None | best drama at the | winner
653,None | best | winner
654,
655,
656,"rt @thr "" | best tv series drama | winner"
657,None | best drama at the | winner
658,
659,None | best tv series drama rt if you | nominee
660,
661,None | best tv series drama | winner
662,
663,
664,None | best picture due to a typo | nominee
665,
666,rt @hkwagner | best show in the history of tv | winner
667,None | best original score motion picture | winner
668,None | best original score motion picture | winner
669,None | best tv series drama great show well | winner
670,None | best drama at the | winner
671,None | best original score motion picture | winner
672,None | best score | winner
673,None | best tv series golden globe award congrats | winner
674,
675,
676,None | an award | winner
677,jennifer | the award | winner
678,mychael danna | best score for life of pi | winner
679,
680,None | best score category | winner
681,None | best drama at the | winner
682,"rt @thr "" | best tv series drama | winner"
683,
684,mychael danna | best score at | winner
685,bill murray | best facial hair of the night | winner
686,
687,None | best score poor cloud atlas | winner
688,None | best original score | winner
689,
690,None | best tv drama series | winner
691,None | best original score | winner
692,mychael danna | best score at | winner
693,mychael danna | best score for | winner
694,mychael danna | best score for life of pi | winner
695,
696,
697,mychael danna | best score for life of pi | winner
698,None | best original score sure why not | winner
699,michael danna | best original score for life of pi | winner
700,
701,None | best | winner
702,None | best soundtrack score for the golden globes tonight | winner
703,None | best | winner
704,golden globes | best | winner
705,None | best actor in a tv series drama for | winner
706,None | best | winner
707,
708,mychael danna | best score for life of pi | winner
709,mychael danna | best score at | winner
710,None | best original score | winner
711,
712,
713,rt @bbcnewsus | best | winner
714,
715,
716,
717,None | best song for we | winner
718,taylor | best original song at the golden globes ill be | winner
719,
720,None | best drama at the | winner
721,None | best tv series drama do you | winner
722,None | best original score | winner
723,None | best score adele | winner
724,
725,
726,None | best original song motion picture | winner
727,
728,
729,
730,
731,
732,
733,
734,
735,
736,None | best song at the haters | winner
737,
738,
739,
740,mychael danna | best score at | winner
741,
742,
743,None | best original song motion picture | winner
744,
745,
746,
747,None | the award | winner
748,None | best original song motion picture | winner
749,None | best original song for skyfall | winner
750,None | best original song motion picture tough | winner
751,
752,None | best original song for skyfall because it is not possible for adele to | winner
753,
754,None | best original song motion picture | winner
755,None | best original song awesome song | winner
756,None | best original score we all | winner
757,None | best bond theme in a generation | winner
758,None | best song d | winner
759,julianne moore | best actress in a miniseries | winner
760,rt @thr | best original song in a motion picture | winner
761,
762,None | best song for skyfall | winner
763,rt @washingtonpost | best original song for motion picture | winner
764,None | best original song for | winner
765,rt @washingtonpost | best original song for motion picture | winner
766,
767,rt @thr | best original song in a motion picture | winner
768,None | best original song in a motion picture | winner
769,None | best original song in a motion picture | winner
770,None | best tv series drama do you | winner
771,None | best song at the | winner
772,None | best winners reaction | winner
773,
774,
775,None | best bond song ever | winner
776,None | best original song for skyfall because it is not possible for adele to | winner
777,None | best song unsurprisingly seriously adele should | nominee
778,None | best winners reaction | winner
779,
780,
781,None | best original song for skyfall because it is not possible for adele to | winner
782,None | best original song motion picture | winner
783,
784,None | an award | winner
785,None | best acceptance speeches | winner
786,None | best original song | winner
787,
788,
789,None | best winners reaction | winner
790,
791,None | best original song for skyfall she | winner
792,
793,
794,
795,None | best winners reaction | winner
796,None | best winners reaction | winner
797,None | best song for skyfall live updates | winner
798,rt @amwithenshaw | best original song for skyball | winner
799,None | best original song | winner
800,
801,None | best original song for skyball | winner
802,None | best tv drama series rjj | winner
803,None | best original song motion picture | winner
804,
805,rt @thr | best original song in a motion picture | winner
806,None | best original song for | winner
807,None | an award | winner
808,None | best original song at the golden globes in la for skyfall | winner
809,None | best original song motion picture | winner
810,None | best song in movie at the yes if les mis would of | winner
811,
812,None | best song | winner
813,None | best original song motion picture | winner
814,
815,None | best winners reaction | winner
816,None | best original song a movie that should have | nominee
817,
818,yaaaaay @officialadele | best song at the | winner
819,rt @thr | best original song in a motion picture | winner
820,None | best original song for skyfall because it is not possible for adele to | winner
821,taylor | an award | winner
822,mychael danna | best score for life of pi | winner
823,
824,
825,None | best original song for skyfall because it is not possible for adele to | winner
826,None | best original song for skyfall because it is not possible for adele to | winner
827,None | best original song for skyfall because it is not possible for adele to | winner
828,None | best song at the golden globes for skyfall no competition | winner
829,
830,rt @washingtonpost | best original song for motion picture | winner
831,
832,rt @theweek | best original song for skyfall she | winner
833,rt @cbcalerts | golden globe award | winner
834,rt @thr | best original song in a motion picture | winner
835,daniel craig | best original song best moment ever | winner
836,None | best song for skyfall | winner
837,
838,rt @washingtonpost | best original song for motion picture | winner
839,
840,None | best song unsurprisingly | winner
841,None | best winners reaction | winner
842,None | best original song cute acceptance speech just | winner
843,
844,
845,
846,
847,None | best original song for skyfall because it is not possible for adele to | winner
848,
849,
850,None | best original song such an amazing song | winner
851,None | the award | winner
852,None | an award | winner
853,
854,
855,
856,
857,
858,
859,None | best original song in a motion picture | winner
860,None | best original song in a motion picture | winner
861,christoph waltz | best supportin actor at golden globes | winner
862,rt @cbcalerts | golden globe award | winner
863,None | best winners reaction | winner
864,
865,None | best original song for skyfall this is her first award of any kind in her life | winner
866,
867,
868,
869,
870,
871,
872,None | best wins | winner
873,
874,
875,None | best song unsurprisingly seriously adele should | nominee
876,None | best original song for motion picture | winner
877,
878,
879,None | best song unsurprisingly seriously adele should | nominee
880,
881,
882,
883,None | best song unsurprisingly seriously adele should | nominee
884,
885,None | best original song for skyfall high fives james bond | winner
886,None | best tv series drama | winner
887,
888,None | best original song for skyfall thoroughly | winner
889,
890,None | best drama at the | winner
891,
892,
893,
894,
895,None | best original song for skyfall such an awesome singer | winner
896,
897,None | best song | winner
898,
899,
900,
901,
902,
903,
904,
905,
906,
907,
908,
909,
910,
911,
912,
913,rt @washingtonpost | best original song for motion picture | winner
914,
915,yaaaayyyy | best song we | winner
916,
917,None | best original song for skyfall because it is not possible for adele to | winner
918,None | best original song motion picture | winner
919,
920,None | best original song for skyfall because it is not possible for adele to | winner
921,
922,
923,None | best song unsurprisingly | winner
924,
925,None | best winners reaction | winner
926,
927,
928,
929,
930,
931,
932,
933,None | best tv drama series rjj | winner
934,None | best original song for skyfall because it is not possible for adele to | winner
935,None | best song also easily best speech of the night | winner
936,
937,None | best song | winner
938,rt @bbcnewsus | best original song for | winner
939,None | best original song for | winner
940,
941,
942,
943,
944,
945,
946,
947,
948,
949,None | golden globe award | winner
950,None | best original song from skyfall | winner
951,rt @thr | best original song in a motion picture | winner
952,None | best tv drama | winner
953,None | best tv drama | winner
954,None | best original song in a motion picture | winner
955,None | golden globe award | winner
956,
957,
958,
959,
960,
961,None | best director at | nominee
962,None | best acceptance speech of the night so far | winner
963,
964,
965,None | best drama serieswho would u | winner
966,None | best tv drama | winner
967,None | best original song for | winner
968,None | best song at the golden globes for skyfall no competition | winner
969,None | best song for skyfall | winner
970,
971,None | best original song in a motion picture | winner
972,rt @cbcalerts | golden globe award | winner
973,
974,
975,
976,
977,
978,
979,None | best tv movie | winner
980,None | best original song for skyfall because it is not possible for adele to | winner
981,
982,
983,
984,
985,None | best original song motion picture | winner
986,
987,
988,
989,
990,None | best tv drama series | winner
991,rt @washingtonpost | best original song for motion picture | winner
992,
993,
994,
995,rt @bbcnewsus | best original song for | winner
996,
997,
998,
999,None | best original song for | winner
1000,
1001,
1002,
1003,
1004,
1005,rt @washingtonpost | best original song for motion picture | winner
1006,None | best song unsurprisingly seriously adele should | nominee
1007,
1008,None | best winners reaction | winner
1009,smith | best | winner
1010,
1011,
1012,None | best original score | winner
1013,
1014,
1015,
1016,
1017,rt @bbcnewsus | best original song for | winner
1018,
1019,
1020,
1021,
1022,
1023,
1024,
1025,
1026,
1027,
1028,
1029,
1030,
1031,None | best original song in a motion picture | winner
1032,
1033,None | best speech so far | winner
1034,
1035,
1036,
1037,None | best original song in a motion picture for | winner
1038,
1039,None | best tv drama series | winner
1040,
1041,
1042,
1043,None | best original song in a motion picture for | winner
1044,
1045,
1046,taylor | best losers reaction rt @tvguide adele | winner
1047,
1048,rt @jessetyler | her award | nominee
1049,None | best original song in a motion picture for | winner
1050,None | best original song at the | winner
1051,rt @washingtonpost | best tv series drama | winner
1052,
1053,
1054,None | best song unsurprisingly seriously adele should | nominee
1055,
1056,
1057,None | best | winner
1058,
1059,None | best original song for bbcnewsus | winner
1060,
1061,
1062,
1063,
1064,rt @bbcnewsus | best original song for | winner
1065,
1066,
1067,
1068,
1069,None | best acceptance speech | winner
1070,
1071,
1072,
1073,
1074,
1075,
1076,
1077,None | best original song at the | winner
1078,
1079,
1080,
1081,None | best original song | winner
1082,
1083,
1084,None | best original song at the | winner
1085,None | best tv drama is | winner
1086,None | best original song for | winner
1087,None | best song love to a class act w a voice from another world | winner
1088,None | best original song at the | winner
1089,
1090,None | best original song at the | winner
1091,
1092,None | best original song for skyfall congrats | winner
1093,
1094,None | best original song for | winner
1095,None | best original song for | winner
1096,
1097,rt @bbcnewsus | best original song for | winner
1098,
1099,None | best original song for motion picture at the golden globes | winner
1100,
1101,
1102,
1103,None | best song | winner
1104,rt @thr mychael danna | best score motion picture for | winner
1105,
1106,
1107,
1108,
1109,None | best original song at the | winner
1110,
1111,None | best original song at the she is adele gold | winner
1112,rt @bbcnewsus | best original song for | winner
1113,
1114,rt @thr | best original song in a motion picture | winner
1115,
1116,
1117,
1118,
1119,None | best acceptance speech so far | winner
1120,
1121,
1122,
1123,
1124,None | best original song for should have been domino by jessie j | nominee
1125,
1126,None | best original song w skyfall | winner
1127,
1128,rt @amwithenshaw | best original song for skyball | winner
1129,rt @bbcnewsus | best original song for | winner
1130,
1131,None | best speech so far | winner
1132,
1133,None | best | winner
1134,None | best original song at the | winner
1135,None | best | winner
1136,None | best original song in a motion picture | winner
1137,None | best | winner
1138,
1139,None | best winners reaction | winner
1140,
1141,None | best original song at the | winner
1142,
1143,
1144,
1145,None | best original song for motion picture | winner
1146,
1147,roger moore | a award | winner
1148,jessica alba | best necklace | winner
1149,None | best someone will | winner
1150,None | best original song at the | winner
1151,
1152,
1153,
1154,None | best original song for | winner
1155,
1156,
1157,
1158,
1159,
1160,
1161,
1162,
1163,
1164,None | best speech | winner
1165,kevin costner | best actor in a miniseries | winner
1166,
1167,
1168,
1169,None | best original song for skyfall | winner
1170,
1171,
1172,None | best animation golden globes | winner
1173,None | best original song for | winner
1174,
1175,@wilkinsonkyle | best | winner
1176,
1177,
1178,
1179,
1180,
1181,rt @knxdavid kevin costner | best actor in a miniseries | winner
1182,kevin costner | best actor in a miniseries | winner
1183,
1184,kevin costner | best actor in a miniseriestv movie at the | winner
1185,
1186,
1187,
1188,
1189,
1190,
1191,kevin costner | best actor in a miniseries | winner
1192,
1193,None | best tv drama | winner
1194,None | best drama | winner
1195,rt @thr kevin costner | best actor in a miniseries | winner
1196,
1197,None | best original song at the | winner
1198,rt @thr kevin costner | best actor in a miniseries | winner
1199,kevin costner | best actor tv movie | winner
1200,kevin costner | best actor in a miniseries | winner
1201,kevin costner | best actor in a miniseries | winner
1202,kevin costner | an acting award | winner
1203,kevin costner | best actor in a miniseries for | winner
1204,
1205,kevin costner | best actor mini series tv movie | winner
1206,
1207,
1208,None | best song | winner
1209,
1210,
1211,None | best tv drama series | winner
1212,None | best song unsurprisingly | winner
1213,
1214,
1215,kevin costner | best actor tv movie | winner
1216,
1217,rt @washingtonpost kevin costner | best actor in miniseries for | winner
1218,kevin costner | best actor in a miniseries | winner
1219,
1220,
1221,None | best original song in a motion picture | winner
1222,
1223,
1224,
1225,kevin costner | best actor tv movie | winner
1226,
1227,None | best original song at the | winner
1228,None | best original song for | winner
1229,
1230,rt @thr kevin costner | best actor in a miniseries | winner
1231,kevin costner | best actor in a miniseriestv movie at the | winner
1232,
1233,None | best tv series drama do you | winner
1234,
1235,rt @tonydizinno | best song | winner
1236,
1237,kevin costner | best actor in a miniseriestv movie at the | winner
1238,kevin costner | best actor for hatfields mccoys | winner
1239,
1240,rt @washingtonpost kevin costner | best actor in miniseries for | winner
1241,
1242,
1243,None | best tv drama | winner
1244,None | best tv drama | winner
1245,
1246,None | best tv drama | winner
1247,None | best actor who did not | winner
1248,None | best actor who did not | winner
1249,
1250,
1251,kevin costner | best actor in a miniseries | winner
1252,None | best actor who did not | winner
1253,None | best actor who did not | winner
1254,None | her award | nominee
1255,kevin costner | best actor miniseries for | winner
1256,
1257,
1258,None | best original song for skyfall because it is not possible for adele to | winner
1259,None | best actor who did not | winner
1260,rt @washingtonpost kevin costner | best actor in miniseries for | winner
1261,
1262,jessica alba | best everything | winner
1263,
1264,
1265,
1266,None | best original song for skyfall because it is not possible for adele to | winner
1267,None | best heist of her mothers drapes in lieu of a dress | winner
1268,rt @thr | best original song in a motion picture | winner
1269,rt @thr | best original song in a motion picture | winner
1270,bill clinton | best actor who did not | winner
1271,
1272,
1273,kevin costner | best actor in a miniseries | winner
1274,taylor | best song | winner
1275,None | best original song in the golden globes another achievement adele | winner
1276,None | best original song in a motion picture | winner
1277,
1278,
1279,rt @washingtonpost | best tv series drama | winner
1280,
1281,None | first award | winner
1282,taylor | best song | winner
1283,
1284,
1285,
1286,
1287,None | best actor who did not | winner
1288,None | best reaction to pimp billy the reals entrance | winner
1289,
1290,
1291,
1292,
1293,
1294,
1295,rt @bbcnewsus | best original song for | winner
1296,
1297,kevin costner | best actor in a miniseries for the history channels brilliant | winner
1298,
1299,None | best picture | nominee
1300,None | him an award | winner
1301,None | best actor tv series | winner
1302,
1303,None | best actor in a drama series at the golden globes | winner
1304,kevin costner | best actor in a miniseriestv movie at the | winner
1305,None | best actor who did not | winner
1306,
1307,
1308,None | best actor who did not | winner
1309,kevin costner | best actor in a miniseriestv movie at the | winner
1310,
1311,clinton | best pic you do nt | winner
1312,
1313,kevin costner | best actor in a miniseriestv movie at the | winner
1314,
1315,julianne moore | best actress in miniseriestv movie for were | winner
1316,christoph waltz | best | winner
1317,
1318,None | best presenter of any award | winner
1319,
1320,taylor | best song | winner
1321,None | best song unsurprisingly seriously adele should | nominee
1322,
1323,rt @thr 2013 christoph | best | winner
1324,None | best actor who did not | winner
1325,bill clinton | best actor who did not | winner
1326,
1327,
1328,
1329,
1330,
1331,
1332,tommy lee jones | best facial expression | winner
1333,jennifer lawrence | best actress in comedymusical for | winner
1334,
1335,
1336,
1337,
1338,
1339,
1340,
1341,
1342,
1343,
